show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,id,duration_int,duration_type
s108,movie,madhouse,nan,nan,nan,2021-10-01,2004,nan,91 min,"horror, thriller","when a staff nurse is murdered at a notorious insane asylum, clark stevens, a new psychiatry intern, starts digging for answers and soon realizes that there is something very wrong with the people at the asylum, and it's not just the patients.",30,hs108,91,min
s109,movie,maze,nan,nan,"ireland, united kingdom, germany, sweden",2021-10-01,2017,93 min,nan,"action, adventure, crime","based on the incredible true story of the 1983 mass break-out of 38 ira prisoners from the hmp maze high security prison, one prisoner engineers the largest european prison escape since world war ii.",14,hs109,nan,nan
s110,movie,my best friend's wedding,nan,nan,united states,2021-10-01,1997,pg-13,105 min,"comedy, romance","when a successful food critic learns that her former boyfriend/best friend is getting married, she stops at nothing to clench her own happiness. stars julia roberts, dermot mulroney and cameron diaz.",58,hs110,105,min
s111,movie,peeples,nan,nan,nan,2021-10-01,2013,pg-13,95 min,"comedy, romance",sparks fly when wade walker (craig robinson) crashes the preppy peeples annual reunion in the hamptons to ask for their precious daughter grace's (kerry washington) hand in marriage,6,hs111,95,min
s112,movie,queen of the damned,nan,nan,nan,2021-10-01,2002,r,101 min,horror,"after a decades-long slumber, the vampire lestat becomes a rock star whose music awakens the queen of all vampires, akasha, who embarks on a mission to make lestat her king.",33,hs112,101,min
s113,movie,racing with the moon,nan,nan,nan,2021-10-01,1984,pg,108 min,"comedy, drama, romance","on the brink of adulthood in small-town northern california, teens henry and nicky try to have a last hurrah before joining the marines, who are off fighting in world war ii. soon the two youngsters find themselves in a grown-up world all too quickly.",45,hs113,108,min
s114,movie,remo williams: the adventure begins,nan,nan,nan,2021-10-01,1985,pg-13,121 min,"action, adventure",a new york city cop is recruited by a super-secret quasi-governmental agency to avenge society's wrongs by being trainded by a korean sinanju master.,12,hs114,121,min
s115,movie,resident evil: retribution,nan,nan,nan,2021-10-01,2012,r,96 min,"action, adventure, horror",alice fights alongside a resistance movement to regain her freedom from an umbrella corporation testing facility.,81,hs115,96,min
s116,movie,rushmore,nan,nan,nan,2021-10-01,1998,r,93 min,"comedy, teen",an overachieving prep-school youth wages war for the affections of a pretty teacher in this wes anderson comedy.,94,hs116,93,min
s117,movie,scb: calzaghe vs. lacy,nan,nan,nan,2021-10-01,2006,nan,nan,sports,super middleweight joe calzaghe vs. jeff lacy. classic fight.,46,hs117,nan,nan
s118,movie,signs,nan,nan,nan,2021-10-01,2002,pg-13,107 min,"horror, science fiction, thriller",unexplained crop circles foreshadow frightening events for a farmer (mel gibson) and his family.,15,hs118,107,min
s119,movie,sleepless in seattle,nan,nan,nan,2021-10-01,1993,pg,105 min,"comedy, romance",a man's son calls into a radio show to find his widowed father a new wife.,90,hs119,105,min
s120,movie,snatch,nan,nan,nan,2021-10-01,2000,r,103 min,"action, adventure, comedy","unscrupulous boxing promoters, violent bookmakers, a russian gangster, incompetent amateur robbers, and supposedly jewish jewelers fight to track down a priceless stolen diamond in this crime comedy.",66,hs120,103,min
s121,movie,species,nan,nan,nan,2021-10-01,1995,r,109 min,"horror, science fiction, thriller",a gorgeous human/alien mutant escapes and goes on a bloody rampage of mating and murder in this gripping sci-fi thriller.,38,hs121,109,min
s122,movie,species ii,nan,nan,nan,2021-10-01,1998,r,93 min,"action, adventure, horror",an astronaut returns from mars carrying deadly alien dna that spawns bloodthirsty mutants in this scary sequel.,28,hs122,93,min
s123,movie,species iii,nan,nan,nan,2021-10-01,2004,r,112 min,"action, adventure, drama","in the ongoing fight for supremacy between mankind and the human-alien hybrids, a fatal hybrid weakness has given humans the advantage.",81,hs123,112,min
s124,movie,species: the awakening,nan,nan,nan,2021-10-01,2007,tv-ma,98 min,"science fiction, thriller",a college professor discovers she's actually a human/alien hybrid whose monstrous side begins to emerge in this fourth 'species' film.,8,hs124,98,min
s125,movie,star trek ii: the wrath of khan,nan,nan,united states,2021-10-01,1982,pg,113 min,"action, adventure, classics","admiral james t. kirk is still in charge of a space fleet, but from behind a desk. dr. mccoy and mr. spock convince him to take on a mission which sounds simple, but with the mysterious khan, things get a little tricky.",76,hs125,113,min
s126,movie,star trek iii: the search for spock,nan,nan,united states,2021-10-01,1984,pg,105 min,"action, adventure, family","admiral kirk's defeat of khan and the creation of the genesis planet are empty victories. spock is dead and mccoy is inexplicably being driven insane. then a visit from sarek, spock's father, provides a startling revelation.",20,hs126,105,min
s127,movie,star trek iv: the voyage home,nan,nan,nan,2021-10-01,1986,pg,119 min,"action, adventure, family","it's the 23rd century and a mysterious power is threatening earth by evaporating the oceans and destroying the atmosphere. to save mankind, capt. kirk and the rest of the starship enterprise crew travel back in time to 1986 san francisco. in hd.",88,hs127,119,min
s128,movie,star trek v: the final frontier,nan,nan,united states,2021-10-01,1989,pg,106 min,"action, adventure, family","in this classic movie spin off from the tv series, captain kirk and his crew must deal with spock's long-lost half-brother who hijacks the enterprise for an obsessive search for god at the center of the galaxy. stars william shatner and leonard nimoy.",66,hs128,106,min
s129,movie,star trek vi: the undiscovered country,nan,nan,united states,2021-10-01,1991,pg,110 min,"action, adventure, family",the crews of the enterprise and the excelsior must stop a plot to prevent a peace treaty between the klingon empire and the federation.,93,hs129,110,min
s130,movie,star trek viii: first contact,nan,nan,nan,2021-10-01,1996,pg-13,111 min,"action, adventure, family","led by their seductive and sadistic queen, the borg are headed to earth with a devious plan to alter history. picard's last encounter with the borg almost killed him. now, he wants vengeance. but how far will he go to get it?",25,hs130,111,min
s131,movie,star trek: generations,nan,nan,nan,2021-10-01,1994,pg,118 min,"action, adventure, family",capt. kirk and capt. picard team up to thwart mad dr. soran's quest for the nexus of joy.,81,hs131,118,min
s132,movie,star trek: insurrection,nan,nan,united states,2021-10-01,1998,pg,103 min,"action, adventure, family","when the crew of the enterprise learn of the federation plot against the inhabitants of a unique planet, capt. picard begins an open rebellion.",19,hs132,103,min
s133,movie,star trek: nemesis,nan,nan,nan,2021-10-01,2002,pg-13,117 min,"action, adventure, science fiction",capt. jean-luc picard meets his match in a reman rebel leader who is his evil clone in this thrilling 'star trek' adventure.,89,hs133,117,min
s134,movie,star trek: the motion picture,nan,nan,united states,2021-10-01,1979,pg,130 min,"action, adventure, family","this first star trek film reunites the u.s.s. enterprise's original crew. capt. james t. kirk now an admiral, and his crew must save humanity from an alien ship steadily approaching earth and destroying everything in its path.",91,hs134,130,min
s135,tv show,station 19,nan,nan,united states,2021-10-01,2018,tv-14,5 season,"action, drama","in seattle, all firefighters are also trained emts and the crew at station 19 is second to none. working in 24-hour shifts, these professionals spend so much time together that they build relationships, unlike any others.",9,hs135,5,season
s136,movie,sweet home alabama,nan,nan,nan,2021-10-01,2002,tv-14,104 min,"comedy, romance",a fashion designer (reese witherspoon) demands a divorce from her husband (josh lucas).,45,hs136,104,min
s137,movie,sweet land,nan,nan,nan,2021-10-01,2005,pg,111 min,"drama, romance","at her husband's funeral, a woman retells her life story to her grandson going back to her arrival from germany in 1920 to a pre-arranged marriage with a norwegian farmer in rural minnesota.",9,hs137,111,min
s138,movie,the extreme adventures of super dave,nan,nan,nan,2021-10-01,2000,pg,91 min,comedy,a klutzy but legendary stuntman named super dave comes out of retirement to help raise money for a heart operation for his girlfriend's son.,60,hs138,91,min
s139,movie,the holiday,nan,nan,nan,2021-10-01,2006,pg-13,136 min,"comedy, drama, romance",from writer/director nancy meyers comes a romantic comedy about two women on opposite sides of the globe who swap houses only to discover that a change of address can really change their lives.,61,hs139,136,min
s140,movie,the hunger games,nan,nan,nan,2021-10-01,2012,tv-14,181 min,"action, adventure, science fiction","every year in the ruins of what was once north america, the nation of panem forces each of its twelve districts to send a teenage boy and girl to compete in the hunger games.",86,hs140,181,min
s141,movie,the hunger games: catching fire,nan,nan,nan,2021-10-01,2013,tv-14,182 min,"action, adventure, science fiction","after arriving safely home from their unprecedented victory in the 74th annual hunger games, katniss and peeta discover they must do a quick turnaround and begin a victors tour.",83,hs141,182,min
s142,movie,"the hunger games: mockingjay, part 1",nan,nan,nan,2021-10-01,2014,tv-14,108 min,"action, adventure, science fiction",katniss fights for peeta and a nation moved by her courage.,30,hs142,108,min
